bank,quarter,speaker,firm,topic,text,clean_text,finbert_sentiment,finbert_score,ldsa_sentiment,ldsa_net,gold_label,label_method,human_reviewed,ft_sentiment,ft_score
hsbc,2025-q1,GURPREET SINGH SAHI,GOLDMAN SACHS,0,"Thank you for taking my question, Georges
and Pam. Good morning. So really on banking NII, a couple if I may, please. First is Q on Q
banking NII held up pretty much flat, whereas interest rates would have added a headwind of,
as per my calculation, 170 million. So can you please double-check and tell us how much was
the benefit from the deposit price through being not that high, and then improved asset makes
and then the structural hedge? That’s one.
And then second, again on banking NII, around 42 billion guidance – how much are we
assuming for average interest earning assets growth? Because as I see, deposit growth has
been consistent, but that somehow on an YoY basis, it’s now showing up as 4% growth, but
then Q on Q there’s no growth and previously on YoY also, we could not show any growth.
Page 9 of 13
And then what is the around? Is a $41.5 billion outcome around $42 billion? Does that tick the
box and help us meet the target? Thank you.",thank taking question georges pam good morning really banking nii couple may please first q q banking nii held pretty much flat whereas interest rates would added headwind per calculation million please tell us much benefit deposit price high improved asset makes structural hedge one second banking nii around billion guidance much assuming average interest earning assets growth see deposit growth consistent somehow yoy basis showing growth q q growth previously yoy also could show growth page around billion outcome around billion tick box help us meet target thank,neutral,0.6590245962142944,positive,0.0285714285714285,positive,ldsa_signal,False,positive,0.5945764780044556
hsbc,2025-q1,ANDREW COOMBS,CITIGROUP,1,"Morning. If I could have a couple on the organisational
simplification and then also just one clarification on wealth. On the organisational simplification,
you previously guided to $1.8 billion of restructuring costs, and you said the majority of that is
expected to be booked in 2025. I think you only took $141 million in Q1, so presumably, we
should expect a big step-up in the restructuring charges from Q2 onwards for the rest of this
year. And then the second question attached to this is you said that the actions you’ve taken
to date would already translate into $300 million of annualised savings. I appreciate in Q1,
you’ve had very little of that, but nonetheless, you’re still guiding to $300 million for the full year
2025 when you’ve already achieved $300 million annualised and there’s presumably more to
come over the remaining year with the additional restructuring. So can you just clarify a bit
there on why more of the savings are not flowing into full-year 2025 compared to 2026?
And then on wealth, given the new segmental split, is it possible to get the split of the Asian
invested assets and the $16 billion Asian net new invested assets this quarter that’s attributable
to Hong Kong? Thank you.",morning could couple organisational simplification also one clarification wealth organisational simplification previously guided billion restructuring costs said majority expected booked think took million q presumably expect big restructuring charges q onwards rest year second question attached said actions taken date would already translate million annualised savings appreciate q little nonetheless still guiding million full year already achieved million annualised presumably come remaining year additional restructuring clarify bit savings flowing compared wealth given new segmental split possible get split asian invested assets billion asian net new invested assets quarter attributable hong kong thank,neutral,0.790560245513916,neutral,-0.0048309178743961,neutral,finbert_ldsa_agree,False,positive,0.4582488536834717
hsbc,2025-q1,ED FIRTH,KBW,1,"Good morning, everybody. Thanks very much for taking the questions. I
just had a couple. The first one – I noticed that your cost guidance is based on an average
Page 10 of 13
exchange rate in Q1, but the US dollar is off 6% since then, so I assume that if we were to
actually do that at today’s exchange rate, your cost number would be somewhat higher than
that. I’m just trying to check – is your revenue guidance also based on those exchange rates?
Is it effectively like we should gear up both revenue and costs for the weakened dollar in terms
of our expectations? That’s the first point.
I guess partly related to that, are we actually in the plausible downside scenario now? Trade
flows from China to the US are down 45% booking, something like that. That feels to me like
a pretty downside scenario. Should we assume that as we go through Q2 and Q3, we are
actually in that scenario now? Is that effectively where we are, assuming nothing changes?
And I guess nobody has any idea what will happen in terms of the changes, but assuming we
stay where we are today.
And then my second question was just about Bocom. I can’t really understand the accounting,
because you’re still running with a valuation that’s $10 billion above the market value, but you
didn’t subscribe for new shares with the capital raise, which I assume you would have done if
you had thought it really was worth that much more. Should we be expecting you to correct
that down to what would be a market price rather than just the $1.6bn? Should we be revisiting
how you do the – I think you call it value in use, something like that. Thanks very much.",good morning everybody thanks much taking questions couple first one noticed cost guidance based average page exchange rate q us dollar since assume actually today exchange rate cost number would somewhat higher trying check revenue guidance also based exchange rates effectively like gear revenue costs weakened dollar terms expectations first point guess partly related actually plausible downside scenario trade flows china us booking something like feels like pretty downside scenario assume go q q actually scenario effectively assuming nothing changes guess nobody idea happen terms changes assuming stay today second question bocom really understand accounting still running valuation billion market value subscribe new shares capital raise assume would done thought really worth much expecting correct would market price rather revisiting think call value use something like thanks much,neutral,0.5878826379776001,neutral,0.0,neutral,finbert_ldsa_agree,False,neutral,0.51802659034729
hsbc,2025-q1,KATHERINE LEI,JP MORGAN,1,"Thank you. I have two questions. The first one, I still want to
ask about the tariff scenario, because I think for at least investors in this part of the world, I
think it’s widely expected that the Chinese government will have more stimulus policy because
of the tariffs. So in your downside scenario analysis, have you incorporated some of the
positive impact from the stimulus policies which could potentially be benefitting the Hong Kong,
China market? I think this is number one.
Number two, I still want to ask about loan growth, because now the guidance is there will be
muted loan demands in 2025. When we’re giving this type of guidance, what sort of tariff
environments are we incorporating? Also, is there any guidance on, say, for example, deposit
growth and also banking asset or interest-generating asset growth? How should we look at
this whole thing? Thank you.",thank two questions first one still want ask tariff scenario think least investors part world think widely expected chinese government stimulus policy tariffs downside scenario analysis incorporated positive impact stimulus policies could potentially benefitting hong kong china market think number one number two still want ask loan growth guidance muted loan demands giving type guidance sort tariff environments incorporating also guidance say example deposit growth also banking asset asset growth look whole thing thank,neutral,0.8925901651382446,positive,0.0197368421052631,positive,ldsa_signal,True,positive,0.5048426389694214
hsbc,2025-q1,YAN JIAHUI,CICC,1,"Thanks for taking my questions. My question is also about tariffs. Could
you give an example of how your major clients react to tariff policy in April? Are they facing a
sharp decline in business demand or are they actively seeking the solutions to reduce the effect
of tariffs, or just to cut their business? And how HSBC help them navigate through the
challenge from the tariffs, and beyond risks, have we seen any new business opportunities for
HSBC in this context? Thank you.
Page 12 of 13",thanks taking questions question also tariffs could give example major clients react tariff policy april facing sharp decline business demand actively seeking solutions reduce effect tariffs cut business hsbc help navigate challenge tariffs beyond risks seen new business opportunities hsbc context thank page,neutral,0.8110896348953247,negative,-0.0348837209302325,negative,keyword_override,False,neutral,0.4921718239784241
hsbc,2025-q3,AMAN RAKKAR,BARCLAYS,0,"I wanted to ask about banking NII, rather predictably, please.
Just at face value, your guide does imply a decent step-off in net interest income in Q4, but I
don’t think that you really mean that. I just wanted to check in around what your expectations
are for net interest income in Q4. I guess I am particularly mindful of the tailwind from average
HIBOR in the quarter, alongside things like the structural hedge and hopefully balance sheet
momentum. My best guess is that Q4 NII is actually up Q-on-Q, but any colour you can give us
there in terms of what you mean and what the drivers are would be very helpful.
And then the second question is around deposits. I am interested in your take on the
sustainability of the current 5% underlying deposit growth that you’re benefiting from at a
system level. Obviously, Hong Kong year to date has been a key driver of that. How sustainable
do you think this level of pace is and what confidence does it give you around things like net
interest income growth next year? Thank you very much.",wanted ask banking nii rather predictably please face value guide imply decent net interest income q think really mean wanted check around expectations net interest income guess particularly mindful tailwind average hibor quarter alongside things like structural hedge hopefully balance sheet momentum best guess q nii actually colour give us terms mean drivers would helpful second question around deposits interested take sustainability current underlying deposit growth benefiting system level obviously hong kong year date key driver sustainable think level pace confidence give around things like net interest income growth next year thank much,neutral,0.7631789445877075,positive,0.0208333333333333,positive,keyword_override,False,positive,0.5224291086196899
hsbc,2025-q3,GUY STEBBINGS,BNP PARIBAS,0,"Hi, morning. Thanks for taking the questions. The first one
was back on banking NII, then one on insurance. So, obviously, quite a big move in the banking
NII guidance. Outside of HIBOR, is it really the deposit strength that’s the delta in terms of the
guidance here? You also reference yield curve steepening, so I’m just wondering if you would
encourage us to think about anything above and beyond the structural hedge role when you
think about yield curve steepening when it comes to NII.
And then on insurance – really strong quarter, but there’s quite a lot going on there, I think. So
46% growth, but you mentioned model changes, experience variance. I don’t know if you can
help quantify that. I think there might have been $150 million or so type model changes. If that’s
the case, we’re still talking about a 20% clean run rate. So if you’d encourage us to think along
those sorts of lines…?
And the CSM now at $15 billion looks like a very useful underpin from here. If I can briefly follow
up on that, there was $1.1 billion of CSM builds year to date from economic factors. I’m just
interested how much of that is purely lumpy items. Some of your peers show the normalised
unwind or expected return of in-force, which can be quite material and a consistent tailwind to
the CSM build, above and beyond the new business CSM. So I’m just wondering whether we
should treat that $1.1 billion boost as very much one-off or an element of that is repeatable, if
you like. Thank you.",hi morning thanks taking questions first one back banking nii one insurance obviously quite big move banking nii guidance outside hibor really deposit strength delta terms guidance also reference yield curve steepening wondering would encourage us think anything beyond structural hedge role think yield curve steepening comes nii insurance really strong quarter quite lot going think growth mentioned model changes experience variance know help quantify think might million type model changes case still talking clean run rate encourage us think along sorts csm billion looks like useful underpin briefly follow billion csm builds year date economic factors interested much purely lumpy items peers show normalised unwind expected return quite material consistent tailwind csm build beyond new business csm wondering whether treat billion boost much element repeatable like thank,neutral,0.8683648705482483,neutral,0.0073260073260073,neutral,finbert_ldsa_agree,False,positive,0.447445273399353
hsbc,2025-q3,KATHERINE LEI,JP MORGAN,-1,"Thanks for giving me this question. I also have a follow-up on
NII and then I would like to ask about Hong Kong CRE.
On the NII line, I noticed that in Hong Kong the composite deposit rate actually came down
pretty significantly in 3Q. I think this is because of this migration from time deposit to demand
deposits and also that banks generally lowered their time deposit rates. Into 4Q, because of
the rebound in HIBOR, do we expect some of the reversal of that decline in composite deposit
cost? Will that lead to some sort of risk to the banking NII? And then have we seen any further
migrations or what’s the trends of deposits in CASA deposits?
And then the next question will be in Hong Kong CRE. We noticed that the stage 3 loan ratio
increased from 16% to 20%. However, if we look at the impairment charges on Hong Kong
CRE, this quarter is actually lower than that of last quarter. So I would like to have some colour
from management. Say, for example, what is the latest trend in terms of the asset quality and
what is our thought behind that, while the stage 3 loan ratio continues to increase, but then we
slow down the pace in making provisions against Hong Kong CRE risk? Thank you.",thanks giving question also nii would like ask hong kong cre nii line noticed hong kong composite deposit rate actually came pretty significantly think migration time deposit demand deposits also banks generally lowered time deposit rates q rebound hibor expect reversal decline composite deposit cost lead sort risk banking nii seen migrations trends deposits casa deposits next question hong kong cre noticed stage loan ratio increased however look impairment charges hong kong cre quarter actually lower last quarter would like colour management say example latest trend terms asset quality thought behind stage loan ratio continues increase slow pace making provisions hong kong cre risk thank,negative,0.6482464671134949,negative,-0.0135746606334841,negative,finbert_confident,False,negative,0.5386847257614136
hsbc,2025-q3,BEN TOMS,RBC,-1,"Good morning and thank you for taking my questions. In relation to the $1.1
billion provision in relation to Madoff litigation, you’ve disclosed another five ongoing cases with
a cumulative total contingent liability of, I think, greater than $5 billion. Can you just confirm
that the case that was decided last week does not set any legal precedent for the other four
cases, especially the three cases that are in the Luxembourg courts, where there’s a more
material exposure? And can you confirm that the litigation charge does not change your
aspiration to resume the buyback at H1 2026?
And then secondly, on slide 10, which is a really nice slide, you’ve made 11 disposals year to
date. It can be quite difficult sometimes to track the transactions coming out of the P&L. Is it
possible to give us some idea of the annualised cumulative PBT lost as a result of these sales?
Although the transactions may be ROTE-positive together, it would be good to get a sense of
the PBT headwind going into next year. Thank you.",good morning thank taking questions relation billion provision relation madoff litigation disclosed another five ongoing cases cumulative total contingent liability think greater billion confirm case decided last week set legal precedent four cases especially three cases luxembourg courts material exposure confirm litigation charge change aspiration resume buyback h secondly slide really nice slide made disposals year date quite difficult sometimes track transactions coming p l possible give us idea annualised cumulative pbt lost result sales although transactions may together would good get sense pbt headwind going next year thank,neutral,0.8600465059280396,negative,-0.0112359550561797,negative,keyword_override,False,neutral,0.4644120931625366
hsbc,2025-q3,JOSEPH DICKERSON,JEFFERIES,0,"Great, thanks. It’s just more of a conceptual question,
really, in terms of the return profile of the bank. Why isn’t HSBC post-Hang Seng integration
more of a high-teens bank than a mid-teens bank? Clearly, the exit rate for this year on banking
NII is going to be much higher, I think, than what most analysts would have thought, particularly
given that the HIBOR move. You only had about six weeks of that embedded in Q3, so you get
a full quarter of that in Q4 and, effectively, you feed that through to next year and, yes, you can
have lower rates, but ultimately you probably have a structurally higher banking NII, given the
deposit mix.
And then, if you look at your invested assets in Wealth, you clearly have a strong business
there that continues to grow and the marginal ROE is much higher. Throw in Hang Seng, you’re
70-80 bps just from the minority deduction. Why don’t we get to a number that’s in the high
teens here as opposed to mid-teens?",great thanks conceptual question really terms return profile bank hsbc seng integration bank bank clearly exit rate year banking nii going much higher think analysts would thought particularly given hibor move six weeks embedded q get full quarter q effectively feed next year yes lower rates ultimately probably structurally higher banking nii given deposit mix look invested assets wealth clearly strong business continues grow marginal roe much higher throw hang seng bps minority deduction get number high teens opposed,neutral,0.8016311526298523,neutral,0.0054945054945054,neutral,finbert_ldsa_agree,False,positive,0.4423035681247711
hsbc,2025-q3,KENDRA YAN,CICC,2,"Thanks for taking my questions. My first question is regarding to the
wealth management revenue. We observed a very strong, very rapid growth rate in the third
quarter. Could you elaborate on the key drivers behind this performance and its sustainability?
My second question is about the credit risk. In recent weeks, we’ve seen some risk involving
the US market, the small and medium-sized banks in the US. They have some risk. And also
JP Morgan – they cautioned the market about credit risk during its earnings call. Although
HSBC’s primary client base is not in this segment, still I’d like to ask whether HSBC has any
exposure or concern in loans to non-bank financial institutions or the private credit corporate
sector. Thanks.",thanks taking questions first question regarding wealth management revenue observed strong rapid growth rate third quarter could elaborate key drivers behind performance sustainability second question credit risk recent weeks seen risk involving us market small banks us risk also jp morgan cautioned market credit risk earnings call although hsbc primary client base segment still like ask whether hsbc exposure concern loans financial institutions private credit corporate sector thanks,neutral,0.8756993412971497,negative,-0.0236220472440944,negative,ldsa_signal,False,positive,0.5632560849189758
hsbc,2025-q3,KIAN ABOUHOSSEIN,JP MORGAN,1,"Thanks for taking my questions. Just to come back on
the NBFI exposure, because you mentioned private credit just now, single digit – NBFI would
be similar. Clearly you get your US legal entity exposures, as well as the branches, which is
below $10 billion, so should we see that as overall group exposure roughly for total NBFI? Can
you confirm that?
Secondly, on tariff scenarios, you gave an impact scenario or sensitivity scenario of low single
digit on group revenues before. Clearly, things have changed, but also that was on a very
specific part of your business. I’m just trying to understand how you’re thinking about impact
scenarios going forward in the current situation and expectation of a trade deal and, secondly,
also what the impact has been so far.",thanks taking questions come back nbfi exposure mentioned private credit single digit nbfi would similar clearly get us legal entity exposures well branches billion see overall group exposure roughly total nbfi confirm secondly tariff scenarios gave impact scenario sensitivity scenario low single digit group revenues clearly things changed also specific part business trying understand thinking impact scenarios going forward current situation expectation trade deal secondly also impact far,neutral,0.8671728372573853,neutral,0.0,neutral,finbert_ldsa_agree,False,neutral,0.4999961256980896
hsbc,2025-q3,AMIT GOEL,MEDIOBANCA,-1,"Thank you. Two questions from me, the first just on the UK
business. It looked like there was a bit more investment and there was also a little bit of a tick
up in the impairment rate versus prior quarters. I just wanted to check what kind of investments
you’re making there for what kind of opportunity and then, on the impairment, what’s driving
that? The second one is just a follow up on the Madoff litigation. I was just kind of curious –
what is really the range of outcomes? I know it says that it could be materially different to the
provision. There are a lot of numbers in the release, so just curious how you see that range
and I was also kind of curious why a provision wasn’t taken in December 2024, when you had
the original ruling that went against. Thank you.",thank two questions first uk business looked like bit investment also little bit tick impairment rate versus prior quarters wanted check kind investments making kind opportunity impairment driving second one follow madoff litigation kind curious really range outcomes know says could materially different provision lot numbers release curious see range also kind curious provision taken december original ruling went thank,neutral,0.8822623491287231,negative,-0.0135135135135135,neutral,default_neutral,False,neutral,0.48844102025032043
hsbc,2025-q3,CHEN LI,CHINA SECURITIES,2,"Thanks, Pam. I also have questions about wealth
management, because of the further interest rate cut, so whether resident new customers in
Hong Kong will slow down or keep stable. Also, how will the migration of retail deposits into
wealth management products impact on wealth management revenue? Thank you.",thanks pam also questions wealth management interest rate cut whether resident new customers hong kong slow keep stable also migration retail deposits wealth management products impact wealth management revenue thank,neutral,0.7460983991622925,neutral,0.0,neutral,finbert_ldsa_agree,False,neutral,0.4558892250061035
hsbc,2025-q3,ALASTAIR WARR,AUTONOMOUS,-1,"Morning, Pam. Thanks for making the time for us. I just
wanted to quickly return to that Hong Kong CRE question. You saw, as you touched on, some
downward migration. You said before you’ve been focused particularly on the higher LTV
problem loans and those have gone up quite a bit at, again, the third quarter versus the half
year. Could you just give us a little bit more about what’s going on in collateral there in the
background and why the ECL would be able to come down by quite a bit in terms of, say,
individual clients posting more collateral, what the values have been doing in the quarter?
Thank you.",morning pam thanks making time us wanted quickly return hong kong cre question saw touched downward migration said focused particularly higher ltv problem loans gone quite bit third quarter versus half year could give us little bit going collateral background ecl would able come quite bit terms say individual clients posting collateral values quarter thank,neutral,0.581753134727478,neutral,0.0,neutral,finbert_ldsa_agree,False,negative,0.4178040027618408
hsbc,2025-q3,ANDREW COOMBS,CITI,-1,"Good morning. A couple of questions, please. Firstly, just to follow
up on divestments, you’ve now announced Sri Lanka. You’ve talked about Egypt retail being
up for review. I see there’s no mention of Australia or Indonesia in the slides this time, whereas
there was in Q2. Can you just provide us with an update there, particularly Australia, because
that is a potentially more sizeable divestment?
Then, the second question, just on the new disclosure on slide 7, where you provided the
resident versus non-resident split of the additional customer base in Hong Kong, perhaps you
could just give us an idea of what the split is of the stock, as well as the flow, how that changes
with Hang Seng Bank – if you were to combine the two, not just look at the red brand – and
how the revenue margins compare between resident versus non-resident. Thank you.",good morning couple questions please firstly follow divestments announced sri lanka talked egypt retail review see mention australia indonesia slides time whereas provide us update particularly australia potentially sizeable divestment second question new disclosure slide provided resident versus split additional customer base hong kong perhaps could give us idea split stock well flow changes hang seng bank combine two look red brand revenue margins compare resident versus thank,neutral,0.9179947972297668,neutral,0.0,neutral,finbert_ldsa_agree,False,positive,0.4802911579608917
hsbc,2025-annual,NICK LORD,MORGAN STANLEY,0,"Thank you very much for taking my question. I will put it as
one question in two parts. I am interested in your revenue target by 2028 of achieving 5%
revenue growth. I wonder if you could talk about some of the components of how you would
get there. Presumably Wealth is part of that, and so maybe you could talk about the Wealth
trajectory and how sustainable that is. Presumably, at some stage we are going to see a kick-in
of development of Markets in Asia, and that Markets business can grow more, so I wonder if
you could talk a little bit about how you want to grow that Markets business in Asia.",thank much taking question put one question two parts interested revenue target achieving revenue growth wonder could talk components would get presumably wealth part maybe could talk wealth trajectory sustainable presumably stage going see development markets asia markets business grow wonder could talk little bit want grow markets business asia,neutral,0.798988938331604,neutral,0.0087719298245614,neutral,finbert_ldsa_agree,True,positive,0.6597440242767334
hsbc,2025-annual,JOE DICKERSON,JEFFERIES,1,"Good set of results, guys. Just a quick question on the costs.
If you look at the 2026 number that you’ve given, the 1% growth, I know you’ve got your
recycling. How do you think about, when you peel that back – and what’s the metabolic rate of
growth in costs, particularly coming from investments, because you clearly have some global
peers who have accelerated their investments around AI? So I was just curious how you think
about that.
And then, secondly, a nit-picky question, but what rate of HIBOR have you assumed in the
banking NII guide of greater than $45 billion? Thanks.",good set results guys quick question costs look number given growth know got recycling think peel back metabolic rate growth costs particularly coming investments clearly global peers accelerated investments around ai curious think secondly question rate hibor assumed banking nii guide greater billion thanks,neutral,0.9003502130508423,positive,0.0192307692307692,positive,ldsa_signal,False,positive,0.48474258184432983
hsbc,2025-annual,BENJAMIN TOMS,RBC,0,"Firstly, on your ROTE guidance of greater than 17%, I’m just looking
for some commentary about how sustainable you feel that guidance is beyond the announced
planning horizon. How much do you feel this guidance isn’t all-weather guidance post all the
investments that you’ve been making into the business?
Then secondly, on the Hang Seng synergies on slide 13, do you mind just talking a little bit
around why you’ve adopted two buckets that you’ve labelled ‘synergies’ and ‘upside’? Is the
upside bucket basically where there’s a lower degree of certainty over the synergies? Some
colour on what type of synergies fall into each bucket would be useful. Presumably, there’s no
incremental restructuring costs associated with the upside bucket on top of the $0.6 billion.
Thank you.",firstly rote guidance greater looking commentary sustainable feel guidance beyond announced planning horizon much feel guidance guidance post investments making business secondly hang seng synergies slide mind talking little bit around adopted two buckets labelled synergies upside upside bucket basically lower degree certainty synergies colour type synergies fall bucket would useful presumably incremental restructuring costs associated upside bucket top billion thank,neutral,0.91473388671875,positive,0.0227272727272727,positive,ldsa_signal,False,neutral,0.43799206614494324
hsbc,2025-annual,MELISSA KUANG,GOLDMAN SACHS,1,"Just two questions. In terms of the strategy that you
have, rising to 5% revenue growth, I just wanted to see if you can give a bit of a CAGR growth
instead, so we can understand the pathway there. In terms of that, will it be coming largely from
the non-banking NII portion, or will it be from the banking NII? That’s my first question.
On the second question, perhaps on the restructuring cost at HSBC of $0.6 billion, can you just
give a little flavour about what is it that we are doing and this in terms of the restructuring that
we need such a cost? Where are we focusing on in terms of delivery, and then how we’ll see
the revenue synergies? In terms of the revenue synergies, can it be as quick as next year, or
will it be more heavy into 2028 as per your three-year guidance, rising to 5%?",two questions terms strategy rising revenue growth wanted see give bit cagr growth instead understand pathway terms coming largely nii portion banking nii first question second question perhaps restructuring cost hsbc billion give little flavour terms restructuring need cost focusing terms delivery see revenue synergies terms revenue synergies quick next year heavy per guidance rising,neutral,0.8923765420913696,positive,0.0129870129870129,neutral,default_neutral,False,positive,0.5252464413642883
hsbc,2025-annual,AMAN RAKKAR,BARCLAYS,0,"I had two questions, please. One is around capital. There looks
like a decent chance that you’ll be within your target CET1 range in Q1, based on historical
and perhaps projected capital generation estimates. Obviously, it raises the prospect as to
whether you might be able to reintroduce a buyback earlier than planned. I don’t know if you’re
able to comment on whether that’s a realistic or plausible scenario. I guess, more specifically,
just interested in the capital allocation thought process from here. Clearly, your stock’s trading
at a level now where the return on investment around buyback might be beaten by alternative
uses of capital. Obviously, you did it with a Hang Seng, but should we be thinking about
inorganic growth as well as the compelling organic growth within your footprint.
Then I just wanted to ask around banking NII, please. Clearly, that Q4 jumping off point is
flattered by $100 million. I don’t know if there’s anything else that you’d direct us to, to strip out
of that number in terms of deposit catch up or the impact of HIBOR. I was particularly interested
in what your deposit growth assumption is that sits behind the guidance you give in 2026,
please, because I think that could be a sensitivity around the ultimate outturn of banking NII in
2026. Thank you very much.",two questions please one around capital looks like decent chance within target cet range q based historical perhaps projected capital generation estimates obviously raises prospect whether might able reintroduce buyback earlier planned know able comment whether realistic plausible scenario guess specifically interested capital allocation thought process clearly stock trading level return investment around buyback might beaten alternative uses capital obviously hang seng thinking inorganic growth well compelling organic growth within footprint wanted ask around banking nii please clearly q jumping point flattered million know anything else direct us strip number terms deposit catch impact hibor particularly interested deposit growth assumption sits behind guidance give please think could sensitivity around ultimate outturn banking nii thank much,neutral,0.8768907785415649,positive,0.0131004366812227,positive,keyword_override,True,positive,0.5099743604660034
hsbc,2025-annual,AMIT GOEL,MEDIOBANCA,0,"Two for me. The first one, just coming back on the upgraded
ROTE targets, the 17% plus, I just want to check, in terms of how you’re thinking about that on
a year-on-year-on-year basis for 2027/28, are you thinking that ROTE continues to improve, or
are you thinking more 17% is a very acceptable and a good level, and so any additional upside
you would look to reinvest? Within that, I note that, on the LTIP, you’ve brought up the lower
end of the boundary for performance, I think to 16.5% from 14%, but the 18% at the top end
hasn’t changed. So I appreciate that’s done by the compensation committee, but I’m just
curious how you’re thinking about what an appropriate or sustainable level of return is.
And then, secondly, again just coming back, maybe more clarification on the Hang Seng Bank
benefit and restructuring charge. I guess I was just curious really for a bit more detail on the
$0.4 billion of additional benefit that I guess from an accounting standpoint can’t be treated as
a synergy, what exactly that is, and within the restructuring charge, I think previously you said
that there’s actually going to be more natural attrition and redeployment, so there’d be very
limited day-one costs, so I’m just curious what you’re spending that money on. Thank you.",two first one coming back upgraded rote targets plus want check terms thinking basis thinking rote continues improve thinking acceptable good level additional upside would look reinvest within note ltip brought lower end boundary performance think top end changed appreciate done compensation committee curious thinking appropriate sustainable level return secondly coming back maybe clarification hang seng bank benefit restructuring charge guess curious really bit detail billion additional benefit guess accounting standpoint treated synergy exactly within restructuring charge think previously said actually going natural attrition redeployment limited costs curious spending money thank,neutral,0.6991958618164062,neutral,0.0,neutral,finbert_ldsa_agree,False,positive,0.5370054841041565
hsbc,2025-annual,KIAN ABOUHOSSEIN,JP MORGAN,1,"Thanks for taking my questions. First of all, Georges,
congratulations. I have to say you’re really driving the bank to a better process and discipline
we haven’t seen in HSBC before, if I may say so.
To the questions, tech stack – can you go a little bit more into detail? You gave a number in
2022 that you’re spending about 20% on IT as a percentage of expenses. I’m wondering if we
should think about a similar ballpark. Within that, can you go a little bit under the hood and
discuss where are you on cloud transformation? Are you done? Where are we on platforms?
Are you done or what platforms still have to be produced new or integrated data management?
So I really want to understand a little bit what you’re doing on the tech side.
And then, CRE, this is still an area where I’m a little bit uncomfortable. Stage 3 CRE China,
18% coverage; 14% on Hong Kong stage 3 – can you talk a little bit where you want to drive
that to? And clearly, I heard Pam’s remarks about provisions, and CRE was mentioned.",thanks taking questions first georges congratulations say really driving bank better process discipline seen hsbc may say questions tech stack go little bit detail gave number spending percentage expenses wondering think similar ballpark within go little bit hood discuss cloud transformation done platforms done platforms still produced new integrated data management really want understand little bit tech side cre still area little bit uncomfortable stage cre china coverage hong kong stage talk little bit want drive clearly heard pam remarks provisions cre mentioned,neutral,0.8963410258293152,neutral,0.0,neutral,finbert_ldsa_agree,False,positive,0.4879535138607025
hsbc,2025-annual,ROB NOBLE,DEUTSCHE NUMIS,0,"Just on non-interest income in 2026, what are the
negatives in non-interest income for the next year? If you were to grow at the same level, which
was I think the low teens in 2025, you would blow through 5% revenue growth in 2026, let alone
2028 so why aren’t we much more positive on revenues than you’re sat here now? Secondly,
just on Hang Seng, what’s the difference in the local capital requirements in Hong Kong and
the UK? Does the transaction change anything in terms of minimum group regulatory
requirements and how you manage capital through the group? Thanks.",income negatives income next year grow level think low teens would blow revenue growth let alone much positive revenues sat secondly hang seng difference local capital requirements hong kong uk transaction change anything terms minimum group regulatory requirements manage capital group thanks,neutral,0.8884697556495667,neutral,0.0099009900990099,neutral,finbert_ldsa_agree,False,positive,0.41640621423721313
hsbc,2025-annual,CHEN LI,CHINA SECURITIES,2,"I have a question about the preservation of Hang Seng Bank.
Could you provide further information about the growth opportunities? I want to know which
aspects of the wealth management business will have stronger synergies with Hang Seng
Bank, and what are the outlooks for the Wealth balances and Wealth Management margins?",question preservation hang seng bank could provide information growth opportunities want know aspects wealth management business stronger synergies hang seng bank outlooks wealth balances wealth management margins,neutral,0.820000946521759,positive,0.0192307692307692,positive,keyword_override,False,positive,0.7055503726005554
hsbc,2025-annual,ED FIRTH,KBW,2,"I just had two questions. One, just talking about the HIBOR benefit in Q4 for
your net interest income, I think one of your peers talked about it as a temporary benefit. I
guess I’m not close enough to the franchises and how you price, etc, domestically. Do you
know, is there anything peculiar about you or some of the peers about the way you repriced
CASA accounts or something in Q4 which would mean that yours should be sustained, but
somebody else’s might be temporary? So I guess that’s the first question.
The second question is, I guess, slightly an extension of Rob’s question. I’m not quite sure
what is so specific about 2028 that means you can get 5% revenue growth there, but I assume
you don’t feel you can before then. I know that at the moment in 2026 we’ve got some
headwinds from interest rates, but you’ve also got very strong tailwinds around things like
wealth management. Pam highlighted that. And 2027, I guess, should be a reasonably normal
year. So I’m just trying to think, is there something that I need to think about that you can see
that is happening from 2028 and beyond that will make your revenue growth better that we’re
not seeing today? Thanks very much.",two questions one talking hibor benefit q net interest income think one peers talked temporary benefit guess close enough franchises price etc domestically know anything peculiar peers way repriced casa accounts something q would mean sustained somebody else might temporary guess first question second question guess slightly extension rob question quite sure specific means get revenue growth assume feel know moment got headwinds interest rates also got strong tailwinds around things like wealth management pam highlighted guess reasonably normal year trying think something need think see happening beyond make revenue growth better seeing today thanks much,neutral,0.833795428276062,neutral,0.009090909090909,neutral,finbert_ldsa_agree,False,neutral,0.4639088213443756
